

GRMZM5G893921	Zm00001d018988		syntelog	MaizeGDB
GRMZM5G893913	Zm00001d019641		syntelog	MaizeGDB
GRMZM5G893912	Zm00001d031221		syntelog	MaizeGDB
GRMZM5G893851	Zm00001d050065		syntelog	MaizeGDB
GRMZM5G893782	Zm00001d053970		syntelog	MaizeGDB
GRMZM5G893764	Zm00001d042722		syntelog	MaizeGDB
GRMZM5G893649	Zm00001d045282		syntelog	MaizeGDB
GRMZM5G893630	Zm00001d039108		syntelog	MaizeGDB
GRMZM5G893603	Zm00001d042763		syntelog	MaizeGDB
GRMZM5G893547	Zm00001d009971		syntelog	MaizeGDB
GRMZM5G893392	Zm00001d018234		syntelog	MaizeGDB
GRMZM5G893381	Zm00001d008725		syntelog	MaizeGDB
GRMZM5G893343	Zm00001d022531		syntelog	MaizeGDB
GRMZM5G893252	Zm00001d035702		syntelog	MaizeGDB
GRMZM5G893200	Zm00001d010334		syntelog	MaizeGDB
GRMZM5G893125	Zm00001d005167		syntelog	MaizeGDB
GRMZM5G893117	Zm00001d018260		syntelog	MaizeGDB
GRMZM5G893089	GRMZM5G893089		syntelog	MaizeGDB
GRMZM5G892991	Zm00001d029573		syntelog	MaizeGDB
GRMZM5G892983	GRMZM5G892983		syntelog	MaizeGDB
GRMZM5G892879	Zm00001d038861		syntelog	MaizeGDB
GRMZM5G892787	Zm00001d021517		syntelog	MaizeGDB
GRMZM5G892774	Zm00001d046343		syntelog	MaizeGDB
GRMZM5G892769	GRMZM5G892769		syntelog	MaizeGDB
GRMZM5G892758	Zm00001d002089		syntelog	MaizeGDB
GRMZM5G892742	Zm00001d049192		syntelog	MaizeGDB
GRMZM5G892700	Zm00001d014001		syntelog	MaizeGDB
GRMZM5G892675	Zm00001d011315		syntelog	MaizeGDB
GRMZM5G892645	Zm00001d009761		syntelog	MaizeGDB
GRMZM5G892627	Zm00001d019251,Zm00001d019259	split?	syntelog	MaizeGDB
GRMZM5G892522	Zm00001d026608		syntelog	MaizeGDB
GRMZM5G892426	Zm00001d006244		syntelog	MaizeGDB
GRMZM5G892405	Zm00001d030228		syntelog	MaizeGDB
GRMZM5G892400	Zm00001d004031		syntelog	MaizeGDB
GRMZM5G892361	Zm00001d034131		syntelog	MaizeGDB
GRMZM5G892338	Zm00001d053691		syntelog	MaizeGDB
GRMZM5G892247	GRMZM5G892247		syntelog	MaizeGDB
GRMZM5G892151	Zm00001d013136		syntelog	MaizeGDB
GRMZM5G892094	Zm00001d006236		syntelog	MaizeGDB
GRMZM5G892035	Zm00001d008282		syntelog	MaizeGDB
GRMZM5G891990	Zm00001d028623		syntelog	MaizeGDB
GRMZM5G891969	Zm00001d048545		syntelog	MaizeGDB
GRMZM5G891967	Zm00001d016271		syntelog	MaizeGDB
GRMZM5G891944	Zm00001d040125		syntelog	MaizeGDB
GRMZM5G891932	Zm00001d004026		syntelog	MaizeGDB
GRMZM5G891855	Zm00001d007408		syntelog	MaizeGDB
GRMZM5G891834	Zm00001d041697		syntelog	MaizeGDB
GRMZM5G891801	GRMZM5G891801		syntelog	MaizeGDB
GRMZM5G891783,GRMZM2G045236	Zm00001d038189	merged?	syntelog	MaizeGDB
GRMZM5G891739	Zm00001d028232		syntelog	MaizeGDB
GRMZM5G891724	Zm00001d034796		syntelog	MaizeGDB
GRMZM5G891656	Zm00001d048416		syntelog	MaizeGDB
GRMZM5G891518	Zm00001d012358		syntelog	MaizeGDB
GRMZM5G891502	Zm00001d009318		syntelog	MaizeGDB
GRMZM5G891430	Zm00001d048783		syntelog	MaizeGDB
GRMZM5G891373	Zm00001d015037		syntelog	MaizeGDB
GRMZM5G891371	Zm00001d032812		syntelog	MaizeGDB
GRMZM5G891295	Zm00001d017654		syntelog	MaizeGDB
GRMZM5G891282	Zm00001d052482		syntelog	MaizeGDB
GRMZM5G891280	Zm00001d039080		syntelog	MaizeGDB
GRMZM5G891276	Zm00001d047317		syntelog	MaizeGDB
GRMZM5G891266	Zm00001d027572		syntelog	MaizeGDB
GRMZM5G891159	Zm00001d047780		syntelog	MaizeGDB
GRMZM5G891056	Zm00001d010764		syntelog	MaizeGDB
GRMZM5G890976	Zm00001d005015		syntelog	MaizeGDB
GRMZM5G890938	Zm00001d030559		syntelog	MaizeGDB
GRMZM5G890843	Zm00001d039706		syntelog	MaizeGDB
GRMZM5G890820	Zm00001d049550		syntelog	MaizeGDB
GRMZM5G890815	Zm00001d022444		syntelog	MaizeGDB
GRMZM5G890796	Zm00001d030777		syntelog	MaizeGDB
GRMZM5G890747	GRMZM5G890747		syntelog	MaizeGDB
GRMZM5G890665	Zm00001d005080		syntelog	MaizeGDB
GRMZM5G890604	Zm00001d052539		syntelog	MaizeGDB
GRMZM5G890599	Zm00001d006375		syntelog	MaizeGDB
GRMZM5G890561	Zm00001d005642		syntelog	MaizeGDB
GRMZM5G890473	Zm00001d046114		syntelog	MaizeGDB
GRMZM5G890451	GRMZM5G890451		syntelog	MaizeGDB
GRMZM5G890241	Zm00001d028191		syntelog	MaizeGDB
GRMZM5G890190	Zm00001d021730		syntelog	MaizeGDB
GRMZM5G890163	Zm00001d044500		syntelog	MaizeGDB
GRMZM5G890043	Zm00001d036486		syntelog	MaizeGDB
GRMZM5G889999	Zm00001d021729		syntelog	MaizeGDB
GRMZM5G889915	Zm00001d047867		syntelog	MaizeGDB
GRMZM5G889905	GRMZM5G889905		syntelog	MaizeGDB
GRMZM5G889790	GRMZM5G889790		syntelog	MaizeGDB
GRMZM5G889780	Zm00001d049747		syntelog	MaizeGDB
GRMZM5G889769	Zm00001d053118		syntelog	MaizeGDB
GRMZM5G889760	Zm00001d041484		syntelog	MaizeGDB
GRMZM5G889719	Zm00001d000179		syntelog	MaizeGDB
GRMZM5G889705	Zm00001d025577		syntelog	MaizeGDB
GRMZM5G889644	Zm00001d003038		syntelog	MaizeGDB
GRMZM5G889643	Zm00001d005758		syntelog	MaizeGDB
GRMZM5G889620	Zm00001d031816		syntelog	MaizeGDB
GRMZM5G889467	Zm00001d014903		syntelog	MaizeGDB
GRMZM5G889372	Zm00001d047676		syntelog	MaizeGDB
GRMZM5G889371	Zm00001d039708		syntelog	MaizeGDB
GRMZM5G889338	Zm00001d003514		syntelog	MaizeGDB
GRMZM5G889326	Zm00001d037901		syntelog	MaizeGDB
GRMZM5G889321	Zm00001d009409		syntelog	MaizeGDB
GRMZM5G889299	GRMZM5G889299		syntelog	MaizeGDB
GRMZM5G889225	Zm00001d033771		syntelog	MaizeGDB
GRMZM5G889218	Zm00001d009148		syntelog	MaizeGDB
GRMZM5G889152	Zm00001d035846		syntelog	MaizeGDB
GRMZM5G889052	Zm00001d021900		syntelog	MaizeGDB
GRMZM5G889036	GRMZM5G889036		syntelog	MaizeGDB
GRMZM5G888999	Zm00001d009204		syntelog	MaizeGDB
GRMZM5G888945	Zm00001d016145		syntelog	MaizeGDB
GRMZM5G888934	Zm00001d016739		syntelog	MaizeGDB
GRMZM5G888894	Zm00001d020141		syntelog	MaizeGDB
GRMZM5G888797	Zm00001d016715		syntelog	MaizeGDB
GRMZM5G888791	Zm00001d014509		syntelog	MaizeGDB
GRMZM5G888696	Zm00001d032615		syntelog	MaizeGDB
GRMZM5G888620	Zm00001d044106		syntelog	MaizeGDB
GRMZM5G888428	Zm00001d040763		syntelog	MaizeGDB
GRMZM5G888352	Zm00001d025390		syntelog	MaizeGDB
GRMZM5G888300	Zm00001d014634		syntelog	MaizeGDB
GRMZM5G888263	Zm00001d047828		syntelog	MaizeGDB
GRMZM5G888228	Zm00001d037710		syntelog	MaizeGDB
GRMZM5G888196	Zm00001d034359		syntelog	MaizeGDB
GRMZM5G887987	Zm00001d035332		syntelog	MaizeGDB
GRMZM5G887975	Zm00001d009604		syntelog	MaizeGDB
GRMZM5G887922	Zm00001d029988		syntelog	MaizeGDB
GRMZM5G887911	GRMZM5G887911		syntelog	MaizeGDB
GRMZM5G887890	Zm00001d043522		syntelog	MaizeGDB
GRMZM5G887688	Zm00001d035415		syntelog	MaizeGDB
GRMZM5G887647	Zm00001d006311		syntelog	MaizeGDB
GRMZM5G887633	Zm00001d020173		syntelog	MaizeGDB
GRMZM5G887631	Zm00001d021893		syntelog	MaizeGDB
GRMZM5G887426	Zm00001d032976		syntelog	MaizeGDB
GRMZM5G887396	Zm00001d002233		syntelog	MaizeGDB
GRMZM5G887390	Zm00001d037904		syntelog	MaizeGDB
GRMZM5G887303	Zm00001d005558		syntelog	MaizeGDB
GRMZM5G887290	GRMZM5G887290		syntelog	MaizeGDB
GRMZM5G887286	Zm00001d007339		syntelog	MaizeGDB
GRMZM5G887276	Zm00001d027492		syntelog	MaizeGDB
GRMZM5G887243	Zm00001d032329		syntelog	MaizeGDB
GRMZM5G887216	Zm00001d011731		syntelog	MaizeGDB
GRMZM5G887130	Zm00001d052338		syntelog	MaizeGDB
GRMZM5G887077	Zm00001d039617		syntelog	MaizeGDB
GRMZM5G887071	Zm00001d040087		syntelog	MaizeGDB
GRMZM5G887068	Zm00001d010211		syntelog	MaizeGDB
GRMZM5G887054	Zm00001d015300		syntelog	MaizeGDB
GRMZM5G886989	Zm00001d003904		syntelog	MaizeGDB
GRMZM5G886952	Zm00001d028560		syntelog	MaizeGDB
GRMZM5G886883	Zm00001d043560		syntelog	MaizeGDB
GRMZM5G886799	Zm00001d032469		syntelog	MaizeGDB
GRMZM5G886785	Zm00001d016825		syntelog	MaizeGDB
GRMZM5G886765	Zm00001d002140		syntelog	MaizeGDB
GRMZM5G886718	Zm00001d015659		syntelog	MaizeGDB
GRMZM5G886709	Zm00001d034159		syntelog	MaizeGDB
GRMZM5G886688	Zm00001d037663		syntelog	MaizeGDB
GRMZM5G886561	Zm00001d035579		syntelog	MaizeGDB
GRMZM5G886547	Zm00001d023344		syntelog	MaizeGDB
GRMZM5G886540	Zm00001d035656		syntelog	MaizeGDB
GRMZM5G886363	Zm00001d023262		syntelog	MaizeGDB
GRMZM5G886335	Zm00001d018256		syntelog	MaizeGDB
GRMZM5G886257	Zm00001d037693		syntelog	MaizeGDB
GRMZM5G886185	Zm00001d015977		syntelog	MaizeGDB
GRMZM5G886182	Zm00001d002208		syntelog	MaizeGDB
GRMZM5G886177	Zm00001d043528		syntelog	MaizeGDB
GRMZM5G886109	Zm00001d010538		syntelog	MaizeGDB
GRMZM5G886096	Zm00001d052367		syntelog	MaizeGDB
GRMZM5G886044	Zm00001d031643		syntelog	MaizeGDB
GRMZM5G886006	Zm00001d018276		syntelog	MaizeGDB
GRMZM5G885905	GRMZM5G885905		syntelog	MaizeGDB
GRMZM5G885867	Zm00001d026501		syntelog	MaizeGDB
GRMZM5G885779	Zm00001d022410		syntelog	MaizeGDB
GRMZM5G885766	Zm00001d046766		syntelog	MaizeGDB
GRMZM5G885744	Zm00001d035637		syntelog	MaizeGDB
GRMZM5G885710	Zm00001d053165		syntelog	MaizeGDB
GRMZM5G885700	Zm00001d016793		syntelog	MaizeGDB
GRMZM5G885644	Zm00001d018303		syntelog	MaizeGDB
GRMZM5G885628	Zm00001d029196		syntelog	MaizeGDB
GRMZM5G885529	Zm00001d043108		syntelog	MaizeGDB
GRMZM5G885480	Zm00001d042789		syntelog	MaizeGDB
GRMZM5G885473	Zm00001d019577		syntelog	MaizeGDB
GRMZM5G885392	Zm00001d019454		syntelog	MaizeGDB
GRMZM5G885329	Zm00001d021423		syntelog	MaizeGDB
GRMZM5G885285	Zm00001d040788		syntelog	MaizeGDB
GRMZM5G885045	Zm00001d051833		syntelog	MaizeGDB
GRMZM5G885029	Zm00001d018426		syntelog	MaizeGDB
GRMZM5G884985	Zm00001d050097		syntelog	MaizeGDB
GRMZM5G884972	Zm00001d012137		syntelog	MaizeGDB
GRMZM5G884914	Zm00001d009034		syntelog	MaizeGDB
GRMZM5G884912	GRMZM5G884912		syntelog	MaizeGDB
GRMZM5G884889	Zm00001d010350		syntelog	MaizeGDB
GRMZM5G884707	GRMZM5G884707		syntelog	MaizeGDB
GRMZM5G884600	Zm00001d026154		syntelog	MaizeGDB
GRMZM5G884538	GRMZM5G884538		syntelog	MaizeGDB
GRMZM5G884466	Zm00001d034962		syntelog	MaizeGDB
GRMZM5G884432	Zm00001d028493		syntelog	MaizeGDB
GRMZM5G884430	Zm00001d025219		syntelog	MaizeGDB
GRMZM5G884407	Zm00001d019036		syntelog	MaizeGDB
GRMZM5G884349	Zm00001d024285		syntelog	MaizeGDB
GRMZM5G884325	Zm00001d028377		syntelog	MaizeGDB
GRMZM5G884316	Zm00001d022454		syntelog	MaizeGDB
GRMZM5G884270	Zm00001d016990		syntelog	MaizeGDB
GRMZM5G884242	Zm00001d039252		syntelog	MaizeGDB
GRMZM5G884229	Zm00001d008211		syntelog	MaizeGDB
GRMZM5G884137	Zm00001d026113		syntelog	MaizeGDB
GRMZM5G883993	Zm00001d046719		syntelog	MaizeGDB
GRMZM5G883969	Zm00001d034782		syntelog	MaizeGDB
GRMZM5G883882	GRMZM5G883882		syntelog	MaizeGDB
GRMZM5G883855	Zm00001d013659		syntelog	MaizeGDB
GRMZM5G883764	Zm00001d023901		syntelog	MaizeGDB
GRMZM5G883759	Zm00001d040126		syntelog	MaizeGDB
GRMZM5G883741	Zm00001d017522		syntelog	MaizeGDB
GRMZM5G883686	Zm00001d011621		syntelog	MaizeGDB
GRMZM5G883632	Zm00001d028510		syntelog	MaizeGDB
GRMZM5G883601	Zm00001d029329		syntelog	MaizeGDB
GRMZM5G883468	Zm00001d032411		syntelog	MaizeGDB
GRMZM5G883420	Zm00001d019874		syntelog	MaizeGDB
GRMZM5G883417	Zm00001d021059		syntelog	MaizeGDB
GRMZM5G883250	Zm00001d013057		syntelog	MaizeGDB
GRMZM5G883222	Zm00001d033644		syntelog	MaizeGDB
GRMZM5G883149	Zm00001d010537		syntelog	MaizeGDB
GRMZM5G883138	Zm00001d015989		syntelog	MaizeGDB
GRMZM5G883126	Zm00001d012538		syntelog	MaizeGDB
GRMZM5G882852	Zm00001d003045		syntelog	MaizeGDB
GRMZM5G882821	Zm00001d029140		syntelog	MaizeGDB
GRMZM5G882758	Zm00001d045518		syntelog	MaizeGDB
GRMZM5G882708	Zm00001d002087		syntelog	MaizeGDB
GRMZM5G882527	Zm00001d031665		syntelog	MaizeGDB
GRMZM5G882520	GRMZM5G882520		syntelog	MaizeGDB
GRMZM5G882427	Zm00001d002139		syntelog	MaizeGDB
GRMZM5G882418	Zm00001d034727		syntelog	MaizeGDB
GRMZM5G882378	Zm00001d014462		syntelog	MaizeGDB
GRMZM5G882364	Zm00001d017014		syntelog	MaizeGDB
GRMZM5G882351	Zm00001d047904		syntelog	MaizeGDB
GRMZM5G882300	Zm00001d011313		syntelog	MaizeGDB
GRMZM5G882288	Zm00001d029646		syntelog	MaizeGDB
GRMZM5G882285	Zm00001d048224		syntelog	MaizeGDB
GRMZM5G882228	Zm00001d032531		syntelog	MaizeGDB
GRMZM5G882216	Zm00001d011633		syntelog	MaizeGDB
GRMZM5G882189	Zm00001d005305		syntelog	MaizeGDB
GRMZM5G882140	Zm00001d037311		syntelog	MaizeGDB
GRMZM5G882078	Zm00001d042551		syntelog	MaizeGDB
GRMZM5G882025	Zm00001d011268		syntelog	MaizeGDB
GRMZM5G881996	Zm00001d048095		syntelog	MaizeGDB
GRMZM5G881969	Zm00001d007334		syntelog	MaizeGDB
GRMZM5G881965	Zm00001d002773		syntelog	MaizeGDB
GRMZM5G881950	Zm00001d033764		syntelog	MaizeGDB
GRMZM5G881908	Zm00001d018596		syntelog	MaizeGDB
GRMZM5G881887	Zm00001d031802		syntelog	MaizeGDB
GRMZM5G881803	Zm00001d038205		syntelog	MaizeGDB
GRMZM5G881739	Zm00001d035531		syntelog	MaizeGDB
GRMZM5G881730	Zm00001d015551		syntelog	MaizeGDB
GRMZM5G881661	GRMZM5G881661		syntelog	MaizeGDB
GRMZM5G881649	Zm00001d023410		syntelog	MaizeGDB
GRMZM5G881605	Zm00001d007938		syntelog	MaizeGDB
GRMZM5G881464	Zm00001d037599		syntelog	MaizeGDB
GRMZM5G881460	Zm00001d015161		syntelog	MaizeGDB
GRMZM5G881447	Zm00001d017865		syntelog	MaizeGDB
GRMZM5G881387	Zm00001d022439		syntelog	MaizeGDB
GRMZM5G881296	Zm00001d042091		syntelog	MaizeGDB
GRMZM5G881253	Zm00001d018072		syntelog	MaizeGDB
GRMZM5G881180	Zm00001d028970		syntelog	MaizeGDB
GRMZM5G881172	Zm00001d037614		syntelog	MaizeGDB
GRMZM5G881135	GRMZM5G881135		syntelog	MaizeGDB
GRMZM5G881123	Zm00001d046822		syntelog	MaizeGDB
GRMZM5G881088	Zm00001d011498		syntelog	MaizeGDB
GRMZM5G881064	Zm00001d009935		syntelog	MaizeGDB
