"FrameID"	"Accession1"	"Accession2"
GDQC-9455	"Zm00001d013734_T001.1"	
GDQC-8729	"Zm00001d013738_T005.1"	
GDQC-14555	"Zm00001d013751_T005.1"	
GDQC-7936	"Zm00001d013759_T001.1"	
GDQC-10764	"Zm00001d013770_T001.1"	
GDQC-15011	"Zm00001d013778_T001.1"	
GDQC-14158	"Zm00001d013786_T001.1"	
GDQC-12304	"Zm00001d013798_T001.1"	
GDQC-11641	"Zm00001d013804_T003.1"	
GDQC-8624	"Zm00001d013818_T001.1"	
GDQC-8365	"Zm00001d013819_T002.1"	
GDQC-9419	"Zm00001d013823_T001.1"	
GDQC-8581	"Zm00001d013830_T001.1"	
GDQC-11864	"Zm00001d013831_T001.1"	
GDQC-12758	"Zm00001d013844_T001.1"	
GDQC-10630	"Zm00001d013847_T001.1"	
GDQC-14747	"Zm00001d013862_T001.1"	
GDQC-12288	"Zm00001d013911_T001.1"	
GDQC-9259	"Zm00001d013913_T001.1"	
GDQC-13424	"Zm00001d013915_T001.1"	
GDQC-11106	"Zm00001d013920_T002.1"	
GDQC-11771	"Zm00001d013924_T001.1"	
GDQC-10875	"Zm00001d013927_T001.1"	
GDQC-8935	"Zm00001d013934_T001.1"	
GDQC-14007	"Zm00001d013935_T001.1"	
GDQC-9067	"Zm00001d013937_T001.1"	
GDQC-12834	"Zm00001d013960_T001.1"	
GDQC-8018	"Zm00001d013966_T002.1"	
GDQC-14527	"Zm00001d013967_T004.1"	
GDQC-12879	"Zm00001d013979_T001.1"	
GDQC-10395	"Zm00001d013991_T001.1"	
GDQC-10309	"Zm00001d013992_T001.1"	
GDQC-8258	"Zm00001d013995_T001.1"	
GDQC-8151	"Zm00001d014000_T001.1"	
GDQC-7802	"Zm00001d014016_T001.1"	
GDQC-10929	"Zm00001d014025_T001.1"	
GDQC-9928	"Zm00001d014030_T001.1"	
GDQC-14508	"Zm00001d014036_T002.1"	
GDQC-9752	"Zm00001d014052_T001.1"	
GDQC-8743	"Zm00001d014054_T001.1"	
GDQC-8675	"Zm00001d014055_T002.1"	
GDQC-10153	"Zm00001d014083_T001.1"	
GDQC-14465	"Zm00001d014093_T002.1"	
GDQC-11166	"Zm00001d014104_T001.1"	
GDQC-8820	"Zm00001d014116_T001.1"	
GDQC-14947	"Zm00001d014119_T001.1"	
GDQC-12250	"Zm00001d014121_T001.1"	
GDQC-8963	"Zm00001d014123_T001.1"	
GDQC-11046	"Zm00001d014124_T004.1"	
GDQC-9612	"Zm00001d014126_T001.1"	
GDQC-8957	"Zm00001d014134_T001.1"	
GDQC-14797	"Zm00001d014136_T001.1"	
GDQC-8403	"Zm00001d014150_T005.1"	
GDQC-13964	"Zm00001d014157_T001.1"	
GDQC-9307	"Zm00001d014163_T001.1"	
GDQC-10027	"Zm00001d014166_T001.1"	
GDQC-14751	"Zm00001d014168_T001.1"	
GDQC-14889	"Zm00001d014183_T008.1"	
GDQC-9617	"Zm00001d014188_T010.1"	
GDQC-11666	"Zm00001d014190_T001.1"	
GDQC-14860	"Zm00001d014199_T003.1"	
GDQC-8576	"Zm00001d014204_T001.1"	
GDQC-12953	"Zm00001d014216_T001.1"	
GDQC-10034	"Zm00001d014239_T001.1"	
GDQC-13390	"Zm00001d014244_T001.1"	
GDQC-12767	"Zm00001d014258_T002.1"	
GDQC-9778	"Zm00001d014263_T001.1"	
GDQC-11047	"Zm00001d014284_T002.1"	
GDQC-8132	"Zm00001d014292_T002.1"	
GDQC-13060	"Zm00001d014294_T005.1"	
GDQC-12244	"Zm00001d014308_T001.1"	
GDQC-15044	"Zm00001d014330_T014.1"	
GDQC-14669	"Zm00001d014335_T001.1"	
GDQC-9725	"Zm00001d014341_T001.1"	
GDQC-13633	"Zm00001d014347_T002.1"	
GDQC-10498	"Zm00001d014357_T001.1"	
GDQC-8266	"Zm00001d014361_T001.1"	
GDQC-13934	"Zm00001d014366_T002.1"	
GDQC-9777	"Zm00001d014367_T004.1"	
GDQC-7716	"Zm00001d014369_T002.1"	
GDQC-10361	"Zm00001d014383_T006.1"	
GDQC-13765	"Zm00001d014386_T001.1"	
GDQC-11906	"Zm00001d014425_T005.1"	
GDQC-8500	"Zm00001d014426_T002.1"	
GDQC-14357	"Zm00001d014427_T006.1"	
GDQC-12465	"Zm00001d014428_T002.1"	
GDQC-8565	"Zm00001d014443_T003.1"	
GDQC-13988	"Zm00001d014444_T001.1"	
GDQC-11581	"Zm00001d014445_T001.1"	
GDQC-14670	"Zm00001d014446_T001.1"	
GDQC-10962	"Zm00001d014447_T001.1"	
GDQC-14910	"Zm00001d014459_T001.1"	
GDQC-7966	"Zm00001d014467_T002.1"	
GDQC-8330	"Zm00001d014481_T001.1"	
GDQC-10783	"Zm00001d014486_T005.1"	
GDQC-9575	"Zm00001d014487_T001.1"	
GDQC-8938	"Zm00001d014489_T010.1"	
GDQC-7963	"Zm00001d014498_T001.1"	
GDQC-10406	"Zm00001d014505_T001.1"	
GDQC-14016	"Zm00001d014506_T001.1"	
GDQC-11603	"Zm00001d014509_T001.1"	
GDQC-10966	"Zm00001d014514_T001.1"	
GDQC-12698	"Zm00001d014523_T001.1"	
GDQC-13209	"Zm00001d014525_T001.1"	
GDQC-8621	"Zm00001d014530_T001.1"	
GDQC-8216	"Zm00001d014554_T001.1"	
GDQC-8550	"Zm00001d014562_T001.1"	
GDQC-9206	"Zm00001d014567_T001.1"	
GDQC-15003	"Zm00001d014568_T023.1"	
GDQC-9077	"Zm00001d014569_T002.1"	
GDQC-12216	"Zm00001d014571_T001.1"	
GDQC-7692	"Zm00001d014572_T003.1"	
GDQC-11537	"Zm00001d014596_T001.1"	
GDQC-11969	"Zm00001d014601_T001.1"	
GDQC-14900	"Zm00001d014602_T001.1"	
GDQC-13942	"Zm00001d014603_T001.1"	
GDQC-8909	"Zm00001d014606_T001.1"	
GDQC-13106	"Zm00001d014608_T002.1"	
GDQC-9341	"Zm00001d014611_T001.1"	
GDQC-12794	"Zm00001d014613_T001.1"	
GDQC-12111	"Zm00001d014614_T001.1"	
GDQC-9774	"Zm00001d014615_T002.1"	
GDQC-10953	"Zm00001d014617_T001.1"	
GDQC-10996	"Zm00001d014619_T001.1"	
GDQC-14258	"Zm00001d014632_T001.1"	
GDQC-13288	"Zm00001d014644_T001.1"	
GDQC-10229	"Zm00001d014659_T001.1"	
GDQC-13605	"Zm00001d014669_T002.1"	
GDQC-8986	"Zm00001d014674_T003.1"	
GDQC-13975	"Zm00001d014689_T006.1"	
GDQC-9772	"Zm00001d014695_T001.1"	
GDQC-14524	"Zm00001d014715_T001.1"	
GDQC-12574	"Zm00001d014717_T001.1"	
GDQC-15111	"Zm00001d014727_T001.1"	
GDQC-8242	"Zm00001d014734_T001.1"	
GDQC-14821	"Zm00001d014737_T001.1"	
GDQC-10041	"Zm00001d014748_T001.1"	
GDQC-14423	"Zm00001d014757_T001.1"	
GDQC-8498	"Zm00001d014760_T002.1"	
GDQC-14995	"Zm00001d014763_T001.1"	
GDQC-7873	"Zm00001d014775_T002.1"	
GDQC-13447	"Zm00001d014782_T001.1"	
GDQC-14673	"Zm00001d014816_T001.1"	
GDQC-9505	"Zm00001d014817_T001.1"	
GDQC-10050	"Zm00001d014818_T001.1"	
GDQC-14892	"Zm00001d014819_T001.1"	
GDQC-8800	"Zm00001d014820_T001.1"	
GDQC-8563	"Zm00001d014821_T002.1"	
GDQC-12819	"Zm00001d014831_T001.1"	
GDQC-11194	"Zm00001d014833_T001.1"	
GDQC-13398	"Zm00001d014840_T001.1"	
GDQC-14777	"Zm00001d014842_T001.1"	
GDQC-8631	"Zm00001d014844_T007.1"	
GDQC-9684	"Zm00001d014848_T001.1"	
GDQC-14775	"Zm00001d014849_T003.1"	
GDQC-9432	"Zm00001d014865_T001.1"	
GDQC-9827	"Zm00001d014866_T002.1"	
GDQC-12206	"Zm00001d014867_T001.1"	
GDQC-10769	"Zm00001d014883_T001.1"	
GDQC-8992	"Zm00001d014887_T004.1"	
GDQC-11363	"Zm00001d014903_T001.1"	
GDQC-9202	"Zm00001d014906_T003.1"	
GDQC-10813	"Zm00001d014911_T004.1"	
GDQC-8334	"Zm00001d014914_T001.1"	
GDQC-10101	"Zm00001d014918_T001.1"	
GDQC-10997	"Zm00001d014919_T002.1"	
GDQC-12436	"Zm00001d014927_T001.1"	
GDQC-14837	"Zm00001d014944_T002.1"	
GDQC-10327	"Zm00001d014945_T001.1"	
GDQC-12808	"Zm00001d014947_T001.1"	
GDQC-14458	"Zm00001d014953_T002.1"	
GDQC-10329	"Zm00001d014958_T001.1"	
GDQC-11532	"Zm00001d014968_T009.1"	
GDQC-7674	"Zm00001d014973_T010.1"	
GDQC-14285	"Zm00001d014984_T001.1"	
GDQC-10038	"Zm00001d014987_T001.1"	
GDQC-9789	"Zm00001d014994_T001.1"	
GDQC-8509	"Zm00001d015008_T001.1"	
GDQC-11093	"Zm00001d015014_T001.1"	
GDQC-10688	"Zm00001d015022_T001.1"	
GDQC-11218	"Zm00001d015025_T001.1"	
GDQC-14908	"Zm00001d015026_T001.1"	
GDQC-13485	"Zm00001d015029_T002.1"	
GDQC-8760	"Zm00001d015033_T001.1"	
GDQC-9997	"Zm00001d015053_T001.1"	
GDQC-8363	"Zm00001d015054_T001.1"	
GDQC-14721	"Zm00001d015066_T002.1"	
GDQC-7997	"Zm00001d015067_T001.1"	
GDQC-7840	"Zm00001d015071_T001.1"	
GDQC-8031	"Zm00001d015073_T001.1"	
GDQC-7924	"Zm00001d015088_T002.1"	
GDQC-8688	"Zm00001d015094_T002.1"	
GDQC-11344	"Zm00001d015103_T003.1"	
GDQC-11443	"Zm00001d015115_T002.1"	
GDQC-12641	"Zm00001d015129_T001.1"	
GDQC-8740	"Zm00001d015179_T001.1"	
GDQC-10340	"Zm00001d015182_T001.1"	
GDQC-14798	"Zm00001d015183_T002.1"	
GDQC-8690	"Zm00001d015205_T001.1"	
GDQC-13638	"Zm00001d015216_T001.1"	
GDQC-14509	"Zm00001d015217_T001.1"	
GDQC-9033	"Zm00001d015220_T001.1"	
GDQC-9825	"Zm00001d015224_T001.1"	
GDQC-10144	"Zm00001d015231_T001.1"	
GDQC-10601	"Zm00001d015234_T002.1"	
GDQC-7952	"Zm00001d015239_T007.1"	
GDQC-11973	"Zm00001d015249_T002.1"	
GDQC-13488	"Zm00001d015256_T001.1"	
GDQC-10895	"Zm00001d015288_T001.1"	
GDQC-11088	"Zm00001d015292_T001.1"	
GDQC-9249	"Zm00001d015294_T001.1"	
GDQC-8141	"Zm00001d015306_T001.1"	
GDQC-11684	"Zm00001d015315_T001.1"	
GDQC-9930	"Zm00001d015323_T002.1"	
GDQC-12358	"Zm00001d015328_T003.1"	
GDQC-14705	"Zm00001d015344_T001.1"	
GDQC-11097	"Zm00001d015348_T002.1"	
GDQC-11014	"Zm00001d015356_T001.1"	
GDQC-8880	"Zm00001d015366_T001.1"	
GDQC-13456	"Zm00001d015376_T002.1"	
GDQC-13354	"Zm00001d015378_T001.1"	
GDQC-7954	"Zm00001d015383_T001.1"	
GDQC-8434	"Zm00001d015390_T001.1"	
GDQC-12243	"Zm00001d015399_T002.1"	
GDQC-15133	"Zm00001d015400_T004.1"	
GDQC-12427	"Zm00001d015404_T002.1"	
GDQC-10612	"Zm00001d015405_T002.1"	
GDQC-12485	"Zm00001d015406_T002.1"	
GDQC-8687	"Zm00001d015409_T001.1"	
GDQC-10828	"Zm00001d015417_T001.1"	
GDQC-9986	"Zm00001d015426_T001.1"	
GDQC-14193	"Zm00001d015427_T001.1"	
GDQC-12903	"Zm00001d015444_T003.1"	
GDQC-12170	"Zm00001d015445_T008.1"	
GDQC-14690	"Zm00001d015446_T016.1"	
GDQC-9731	"Zm00001d015459_T003.1"	
GDQC-14118	"Zm00001d015477_T001.1"	
GDQC-13569	"Zm00001d015497_T001.1"	
GDQC-107769	"Zm00001d015509_T001.1"	"GRMZM2G179454_T01"
GDQC-10862	"Zm00001d015513_T001.1"	
GDQC-14506	"Zm00001d015529_T001.1"	
GDQC-13833	"Zm00001d015531_T001.1"	
GDQC-10405	"Zm00001d015569_T001.1"	
GDQC-9291	"Zm00001d015570_T002.1"	
GDQC-14498	"Zm00001d015578_T001.1"	
GDQC-14587	"Zm00001d015579_T001.1"	
GDQC-14094	"Zm00001d015589_T001.1"	
GDQC-9571	"Zm00001d015592_T001.1"	
GDQC-14842	"Zm00001d015599_T001.1"	
GDQC-12812	"Zm00001d015600_T002.1"	
GDQC-7946	"Zm00001d015603_T001.1"	
GDQC-9074	"Zm00001d015605_T001.1"	
GDQC-13318	"Zm00001d015609_T003.1"	
GDQC-13847	"Zm00001d015612_T001.1"	
GDQC-113233	"Zm00001d015618_T001.1"	"GRMZM5G844562_T01"
GDQC-13795	"Zm00001d015623_T001.1"	
GDQC-14586	"Zm00001d015636_T001.1"	
GDQC-13918	"Zm00001d015637_T001.1"	
GDQC-11186	"Zm00001d015651_T001.1"	
GDQC-9084	"Zm00001d015685_T001.1"	
GDQC-14914	"Zm00001d015721_T001.1"	
GDQC-15015	"Zm00001d015723_T001.1"	
GDQC-15139	"Zm00001d015724_T001.1"	
GDQC-8469	"Zm00001d015731_T001.1"	
GDQC-13001	"Zm00001d015733_T001.1"	
GDQC-10316	"Zm00001d015767_T002.1"	
GDQC-12588	"Zm00001d015783_T001.1"	
GDQC-10142	"Zm00001d015809_T001.1"	
GDQC-10056	"Zm00001d015816_T003.1"	
GDQC-13755	"Zm00001d015818_T002.1"	
GDQC-7901	"Zm00001d015820_T002.1"	
GDQC-11400	"Zm00001d015821_T001.1"	
GDQC-10028	"Zm00001d015825_T001.1"	
GDQC-14965	"Zm00001d015829_T002.1"	
GDQC-14450	"Zm00001d015834_T001.1"	
GDQC-12686	"Zm00001d015852_T004.1"	
GDQC-12374	"Zm00001d015856_T007.1"	
GDQC-8648	"Zm00001d015860_T001.1"	
GDQC-8534	"Zm00001d015870_T004.1"	
GDQC-12058	"Zm00001d015874_T001.1"	
GDQC-14628	"Zm00001d015885_T001.1"	
GDQC-13134	"Zm00001d015886_T002.1"	
GDQC-8207	"Zm00001d015898_T001.1"	
GDQC-14415	"Zm00001d015906_T001.1"	
GDQC-8638	"Zm00001d015927_T001.1"	
GDQC-10911	"Zm00001d015934_T001.1"	
GDQC-7789	"Zm00001d015950_T001.1"	
GDQC-7918	"Zm00001d015956_T002.1"	
GDQC-13336	"Zm00001d015960_T001.1"	
GDQC-7972	"Zm00001d015975_T002.1"	
GDQC-8671	"Zm00001d015976_T001.1"	
GDQC-10733	"Zm00001d015977_T001.1"	
GDQC-10226	"Zm00001d015985_T003.1"	
GDQC-7750	"Zm00001d015986_T002.1"	
GDQC-14391	"Zm00001d015989_T001.1"	
GDQC-14570	"Zm00001d015992_T001.1"	
GDQC-10159	"Zm00001d016006_T001.1"	
GDQC-13813	"Zm00001d016012_T001.1"	
GDQC-10377	"Zm00001d016013_T001.1"	
GDQC-7745	"Zm00001d016014_T001.1"	
GDQC-14922	"Zm00001d016016_T001.1"	
GDQC-10523	"Zm00001d016031_T002.1"	
GDQC-11274	"Zm00001d016045_T001.1"	
GDQC-12815	"Zm00001d016055_T001.1"	
GDQC-7971	"Zm00001d016091_T001.1"	
GDQC-10727	"Zm00001d016118_T001.1"	
GDQC-12965	"Zm00001d016130_T001.1"	
GDQC-8316	"Zm00001d016134_T001.1"	
GDQC-11621	"Zm00001d016144_T002.1"	
GDQC-7887	"Zm00001d016151_T001.1"	
GDQC-14095	"Zm00001d016155_T001.1"	
GDQC-10539	"Zm00001d016156_T003.1"	
GDQC-9730	"Zm00001d016157_T001.1"	
GDQC-8952	"Zm00001d016166_T001.1"	
GDQC-12956	"Zm00001d016177_T001.1"	
GDQC-10766	"Zm00001d016179_T001.1"	
GDQC-13507	"Zm00001d016182_T001.1"	
GDQC-10881	"Zm00001d016185_T001.1"	
GDQC-10379	"Zm00001d016198_T003.1"	
GDQC-14536	"Zm00001d016199_T001.1"	
GDQC-13549	"Zm00001d016236_T001.1"	
GDQC-7987	"Zm00001d016248_T001.1"	
GDQC-12309	"Zm00001d016286_T001.1"	
GDQC-10245	"Zm00001d016297_T001.1"	
GDQC-10597	"Zm00001d016301_T001.1"	
GDQC-9693	"Zm00001d016303_T001.1"	
GDQC-11414	"Zm00001d016311_T002.1"	
GDQC-12780	"Zm00001d016343_T001.1"	
GDQC-13255	"Zm00001d016358_T006.1"	
GDQC-12695	"Zm00001d016365_T002.1"	
GDQC-9965	"Zm00001d016395_T001.1"	
GDQC-10554	"Zm00001d016396_T001.1"	
GDQC-8126	"Zm00001d016397_T008.1"	
GDQC-9021	"Zm00001d016399_T002.1"	
GDQC-15024	"Zm00001d016406_T015.1"	
GDQC-14739	"Zm00001d016411_T001.1"	
GDQC-14921	"Zm00001d016414_T001.1"	
GDQC-8971	"Zm00001d016415_T001.1"	
GDQC-9589	"Zm00001d016417_T001.1"	
GDQC-9417	"Zm00001d016419_T001.1"	
GDQC-13537	"Zm00001d016420_T001.1"	
GDQC-9943	"Zm00001d016424_T001.1"	
GDQC-8723	"Zm00001d016427_T001.1"	
GDQC-13377	"Zm00001d016428_T001.1"	
GDQC-12339	"Zm00001d016429_T001.1"	
GDQC-11201	"Zm00001d016431_T001.1"	
GDQC-13574	"Zm00001d016432_T001.1"	
GDQC-14322	"Zm00001d016435_T001.1"	
GDQC-13785	"Zm00001d016438_T001.1"	
GDQC-14318	"Zm00001d016441_T006.1"	
GDQC-9010	"Zm00001d016443_T003.1"	
GDQC-10930	"Zm00001d016463_T001.1"	
GDQC-15126	"Zm00001d016465_T001.1"	
GDQC-12118	"Zm00001d016467_T001.1"	
GDQC-13826	"Zm00001d016470_T001.1"	
GDQC-7744	"Zm00001d016471_T001.1"	
GDQC-114559	"Zm00001d016475_T001.1"	"GRMZM2G090068_T01"
GDQC-10091	"Zm00001d016478_T001.1"	
GDQC-12800	"Zm00001d016480_T001.1"	
GDQC-13662	"Zm00001d016486_T001.1"	
GDQC-13322	"Zm00001d016489_T001.1"	
GDQC-8328	"Zm00001d016493_T001.1"	
GDQC-12235	"Zm00001d016531_T001.1"	
GDQC-12440	"Zm00001d016533_T001.1"	
GDQC-8299	"Zm00001d016542_T001.1"	
GDQC-13768	"Zm00001d016550_T002.1"	
GDQC-14966	"Zm00001d016558_T001.1"	
GDQC-9327	"Zm00001d016559_T001.1"	
GDQC-12456	"Zm00001d016566_T001.1"	
GDQC-14648	"Zm00001d016572_T001.1"	
GDQC-11670	"Zm00001d016580_T001.1"	
GDQC-11872	"Zm00001d016588_T002.1"	
GDQC-13302	"Zm00001d016593_T001.1"	
GDQC-10437	"Zm00001d016595_T014.1"	
GDQC-11552	"Zm00001d016619_T001.1"	
GDQC-9489	"Zm00001d016621_T001.1"	
GDQC-8887	"Zm00001d016626_T001.1"	
GDQC-12164	"Zm00001d016647_T001.1"	
GDQC-9956	"Zm00001d016657_T001.1"	
GDQC-14769	"Zm00001d016659_T001.1"	
GDQC-9268	"Zm00001d016662_T003.1"	
GDQC-9525	"Zm00001d016684_T005.1"	
GDQC-9939	"Zm00001d016687_T001.1"	
GDQC-13669	"Zm00001d016696_T002.1"	
GDQC-11278	"Zm00001d016704_T001.1"	
GDQC-10398	"Zm00001d016705_T001.1"	
GDQC-12196	"Zm00001d016708_T002.1"	
GDQC-7853	"Zm00001d016720_T001.1"	
GDQC-12411	"Zm00001d016731_T001.1"	
GDQC-12240	"Zm00001d016736_T001.1"	
GDQC-13251	"Zm00001d016741_T001.1"	
GDQC-12593	"Zm00001d016759_T001.1"	
GDQC-11338	"Zm00001d016768_T001.1"	
GDQC-13203	"Zm00001d016794_T001.1"	
GDQC-10098	"Zm00001d016802_T001.1"	
GDQC-13121	"Zm00001d016806_T001.1"	
GDQC-9645	"Zm00001d016808_T001.1"	
GDQC-13655	"Zm00001d016822_T012.1"	
GDQC-15036	"Zm00001d016824_T001.1"	
GDQC-8639	"Zm00001d016834_T001.1"	
GDQC-8345	"Zm00001d016839_T001.1"	
GDQC-12584	"Zm00001d016841_T002.1"	
GDQC-10001	"Zm00001d016842_T003.1"	
GDQC-11638	"Zm00001d016844_T001.1"	
GDQC-9345	"Zm00001d016850_T001.1"	
GDQC-10390	"Zm00001d016854_T001.1"	
GDQC-14454	"Zm00001d016860_T001.1"	
GDQC-7688	"Zm00001d016866_T001.1"	
GDQC-13646	"Zm00001d016891_T001.1"	
GDQC-11457	"Zm00001d016893_T001.1"	
GDQC-9263	"Zm00001d016895_T001.1"	
GDQC-13243	"Zm00001d016896_T001.1"	
GDQC-9497	"Zm00001d016902_T002.1"	
GDQC-13228	"Zm00001d016906_T001.1"	
GDQC-11604	"Zm00001d016907_T001.1"	
GDQC-13670	"Zm00001d016910_T001.1"	
GDQC-13580	"Zm00001d016914_T001.1"	
GDQC-13232	"Zm00001d016926_T001.1"	
GDQC-10031	"Zm00001d016934_T001.1"	
GDQC-11673	"Zm00001d016942_T001.1"	
GDQC-11926	"Zm00001d016963_T001.1"	
GDQC-11528	"Zm00001d016977_T002.1"	
GDQC-10618	"Zm00001d016982_T001.1"	
GDQC-15062	"Zm00001d016988_T001.1"	
GDQC-12487	"Zm00001d016995_T001.1"	
GDQC-13464	"Zm00001d016996_T001.1"	
GDQC-12981	"Zm00001d017024_T002.1"	
GDQC-12806	"Zm00001d017025_T001.1"	
GDQC-12415	"Zm00001d017035_T001.1"	
GDQC-10673	"Zm00001d017036_T002.1"	
GDQC-11018	"Zm00001d017053_T003.1"	
GDQC-8677	"Zm00001d017066_T001.1"	
GDQC-106547	"Zm00001d017077_T001.1"	"GRMZM2G025832_T01"
GDQC-13433	"Zm00001d017087_T001.1"	
GDQC-9946	"Zm00001d017091_T001.1"	
GDQC-9603	"Zm00001d017093_T001.1"	
GDQC-13182	"Zm00001d017111_T001.1"	
GDQC-11994	"Zm00001d017119_T003.1"	
GDQC-13247	"Zm00001d017121_T001.1"	
GDQC-9253	"Zm00001d017139_T003.1"	
GDQC-9856	"Zm00001d017140_T001.1"	
GDQC-12854	"Zm00001d017145_T003.1"	
GDQC-14426	"Zm00001d017149_T001.1"	
GDQC-11964	"Zm00001d017152_T001.1"	
GDQC-12969	"Zm00001d017157_T002.1"	
GDQC-14563	"Zm00001d017161_T001.1"	
GDQC-14591	"Zm00001d017168_T002.1"	
GDQC-9251	"Zm00001d017186_T003.1"	
GDQC-14732	"Zm00001d017202_T001.1"	
GDQC-11477	"Zm00001d017204_T003.1"	
GDQC-12472	"Zm00001d017240_T001.1"	
GDQC-12945	"Zm00001d017251_T003.1"	
GDQC-11784	"Zm00001d017258_T010.1"	
GDQC-12362	"Zm00001d017271_T005.1"	
GDQC-13268	"Zm00001d017274_T001.1"	
GDQC-10403	"Zm00001d017275_T001.1"	
GDQC-9806	"Zm00001d017276_T001.1"	
GDQC-10275	"Zm00001d017279_T001.1"	
GDQC-8281	"Zm00001d017294_T001.1"	
GDQC-8587	"Zm00001d017326_T001.1"	
GDQC-11269	"Zm00001d017328_T001.1"	
GDQC-12848	"Zm00001d017329_T001.1"	
GDQC-110683	"Zm00001d017352_T005.1"	"GRMZM2G178517_T01"
GDQC-13324	"Zm00001d017364_T001.1"	
GDQC-11952	"Zm00001d017370_T001.1"	
GDQC-10677	"Zm00001d017381_T001.1"	
GDQC-12920	"Zm00001d017415_T001.1"	
GDQC-11939	"Zm00001d017416_T001.1"	
GDQC-12849	"Zm00001d017417_T001.1"	
GDQC-12629	"Zm00001d017418_T001.1"	
GDQC-15038	"Zm00001d017424_T003.1"	
GDQC-8289	"Zm00001d017429_T001.1"	
GDQC-9210	"Zm00001d017430_T001.1"	
GDQC-11977	"Zm00001d017453_T001.1"	
GDQC-9066	"Zm00001d017457_T001.1"	
GDQC-9766	"Zm00001d017458_T003.1"	
GDQC-10179	"Zm00001d017459_T002.1"	
GDQC-9357	"Zm00001d017467_T001.1"	
GDQC-14809	"Zm00001d017481_T001.1"	
GDQC-9852	"Zm00001d017490_T001.1"	
GDQC-14148	"Zm00001d017499_T001.1"	
GDQC-14243	"Zm00001d017500_T001.1"	
GDQC-14627	"Zm00001d017502_T001.1"	
GDQC-13818	"Zm00001d017506_T001.1"	
GDQC-9314	"Zm00001d017517_T001.1"	
GDQC-10738	"Zm00001d017520_T001.1"	
GDQC-10224	"Zm00001d017528_T001.1"	
GDQC-14451	"Zm00001d017540_T001.1"	
GDQC-13666	"Zm00001d017544_T002.1"	
GDQC-13482	"Zm00001d017546_T001.1"	
GDQC-14233	"Zm00001d017582_T001.1"	
GDQC-10321	"Zm00001d017584_T002.1"	
GDQC-12817	"Zm00001d017593_T002.1"	
GDQC-8338	"Zm00001d017598_T001.1"	
GDQC-11835	"Zm00001d017601_T001.1"	
GDQC-14191	"Zm00001d017608_T001.1"	
GDQC-14083	"Zm00001d017611_T001.1"	
GDQC-10350	"Zm00001d017639_T001.1"	
GDQC-8559	"Zm00001d017644_T001.1"	
GDQC-11148	"Zm00001d017651_T001.1"	
GDQC-9782	"Zm00001d017655_T001.1"	
GDQC-8813	"Zm00001d017656_T003.1"	
GDQC-10682	"Zm00001d017676_T001.1"	
GDQC-12680	"Zm00001d017696_T001.1"	
GDQC-13582	"Zm00001d017699_T001.1"	
GDQC-10278	"Zm00001d017711_T001.1"	
GDQC-9166	"Zm00001d017715_T001.1"	
GDQC-12773	"Zm00001d017726_T001.1"	
GDQC-12692	"Zm00001d017727_T001.1"	
GDQC-13998	"Zm00001d017743_T001.1"	
GDQC-14331	"Zm00001d017746_T001.1"	
GDQC-9051	"Zm00001d017748_T001.1"	
GDQC-7808	"Zm00001d017760_T001.1"	
GDQC-8911	"Zm00001d017762_T004.1"	
GDQC-11572	"Zm00001d017766_T001.1"	
GDQC-9308	"Zm00001d017767_T001.1"	
GDQC-14948	"Zm00001d017769_T001.1"	
GDQC-13332	"Zm00001d017770_T001.1"	
GDQC-13928	"Zm00001d017771_T001.1"	
GDQC-9113	"Zm00001d017774_T001.1"	
GDQC-11627	"Zm00001d017775_T001.1"	
GDQC-14416	"Zm00001d017785_T002.1"	
GDQC-14447	"Zm00001d017786_T001.1"	
GDQC-8969	"Zm00001d017787_T001.1"	
GDQC-13445	"Zm00001d017790_T001.1"	
GDQC-12975	"Zm00001d017791_T003.1"	
GDQC-9205	"Zm00001d017794_T001.1"	
GDQC-13029	"Zm00001d017801_T001.1"	
GDQC-9668	"Zm00001d017802_T001.1"	
GDQC-11190	"Zm00001d017812_T002.1"	
GDQC-13784	"Zm00001d017823_T001.1"	
GDQC-9647	"Zm00001d017826_T001.1"	
GDQC-10303	"Zm00001d017827_T001.1"	
GDQC-8077	"Zm00001d017830_T009.1"	
GDQC-14829	"Zm00001d017833_T001.1"	
GDQC-13995	"Zm00001d017836_T002.1"	
GDQC-13850	"Zm00001d017840_T001.1"	
GDQC-8746	"Zm00001d017841_T001.1"	
GDQC-12575	"Zm00001d017845_T001.1"	
GDQC-15053	"Zm00001d017887_T003.1"	
GDQC-13422	"Zm00001d017895_T001.1"	
GDQC-8455	"Zm00001d017941_T001.1"	
GDQC-12605	"Zm00001d017947_T001.1"	
GDQC-13240	"Zm00001d017949_T001.1"	
GDQC-10451	"Zm00001d017951_T001.1"	
GDQC-14238	"Zm00001d017952_T001.1"	
GDQC-13399	"Zm00001d017953_T002.1"	
GDQC-15121	"Zm00001d017957_T002.1"	
GDQC-8050	"Zm00001d017958_T002.1"	
GDQC-9940	"Zm00001d017966_T001.1"	
GDQC-14354	"Zm00001d017978_T002.1"	
GDQC-9012	"Zm00001d017984_T001.1"	
GDQC-7906	"Zm00001d017985_T002.1"	
GDQC-14658	"Zm00001d017988_T002.1"	
GDQC-8809	"Zm00001d017989_T001.1"	
GDQC-14176	"Zm00001d017996_T001.1"	
